country,variable,percentile,year,value
US,shweal992t,p90p100,1986,0.6632
US,shweal992t,p90p100,1987,0.6674
US,shweal992t,p90p100,1988,0.6805
US,shweal992t,p90p100,1989,0.6814
US,shweal992t,p90p100,1990,0.6845
US,shweal992t,p90p100,1991,0.6848
US,shweal992t,p90p100,1992,0.6993
US,shweal992t,p90p100,1993,0.7027
US,shweal992t,p90p100,1994,0.7037
US,shweal992t,p90p100,1995,0.7061
US,shweal992t,p90p100,1996,0.7106
US,shweal992t,p90p100,1997,0.7173
US,shweal992t,p90p100,1998,0.7226
US,shweal992t,p90p100,1999,0.723
US,shweal992t,p90p100,2000,0.7243
US,shweal992t,p90p100,2001,0.7181
US,shweal992t,p90p100,2002,0.7177
US,shweal992t,p90p100,2003,0.7185
US,shweal992t,p90p100,2004,0.7218
US,shweal992t,p90p100,2005,0.7235
US,shweal992t,p90p100,2006,0.7245
US,shweal992t,p90p100,2007,0.7338
US,shweal992t,p90p100,2008,0.75
US,shweal992t,p90p100,2009,0.7568
US,shweal992t,p90p100,2010,0.7695
US,shweal992t,p90p100,2011,0.7747
US,shweal992t,p90p100,2012,0.7832
US,shweal992t,p90p100,2013,0.7798
US,shweal992t,p90p100,2014,0.7775
US,shweal992t,p90p100,2015,0.7738
US,shweal992t,p90p100,2016,0.7708
US,shweal992t,p90p100,2017,0.7597
US,shweal992t,p90p100,2018,0.7583
US,shweal992t,p90p100,2019,0.755
US,shweal992t,p99p100,1913,0.4812
US,shweal992t,p99p100,1914,0.4757
US,shweal992t,p99p100,1915,0.4757
US,shweal992t,p99p100,1916,0.4588
US,shweal992t,p99p100,1917,0.4366
US,shweal992t,p99p100,1918,0.4011
US,shweal992t,p99p100,1919,0.4286
US,shweal992t,p99p100,1920,0.3861
US,shweal992t,p99p100,1921,0.3965
US,shweal992t,p99p100,1922,0.4252
US,shweal992t,p99p100,1923,0.3802
US,shweal992t,p99p100,1924,0.3998
US,shweal992t,p99p100,1925,0.4313
US,shweal992t,p99p100,1926,0.447
US,shweal992t,p99p100,1927,0.47
US,shweal992t,p99p100,1928,0.4961
US,shweal992t,p99p100,1929,0.4971
US,shweal992t,p99p100,1930,0.4526
US,shweal992t,p99p100,1931,0.407
US,shweal992t,p99p100,1932,0.404
US,shweal992t,p99p100,1933,0.4245
US,shweal992t,p99p100,1934,0.431
US,shweal992t,p99p100,1935,0.4254
US,shweal992t,p99p100,1936,0.4495
US,shweal992t,p99p100,1937,0.4572
US,shweal992t,p99p100,1938,0.4186
US,shweal992t,p99p100,1939,0.4287
US,shweal992t,p99p100,1940,0.3995
US,shweal992t,p99p100,1941,0.3682
US,shweal992t,p99p100,1942,0.3633
US,shweal992t,p99p100,1943,0.3648
US,shweal992t,p99p100,1944,0.339
US,shweal992t,p99p100,1945,0.3406
US,shweal992t,p99p100,1946,0.3201
US,shweal992t,p99p100,1947,0.3094
US,shweal992t,p99p100,1948,0.3041
US,shweal992t,p99p100,1949,0.2958
US,shweal992t,p99p100,1950,0.3076
US,shweal992t,p99p100,1951,0.3031
US,shweal992t,p99p100,1952,0.2997
US,shweal992t,p99p100,1953,0.2876
US,shweal992t,p99p100,1954,0.2931
US,shweal992t,p99p100,1955,0.2953
US,shweal992t,p99p100,1956,0.2982
US,shweal992t,p99p100,1957,0.2944
US,shweal992t,p99p100,1958,0.2899
US,shweal992t,p99p100,1959,0.2951
US,shweal992t,p99p100,1960,0.2948
US,shweal992t,p99p100,1961,0.2961
US,shweal992t,p99p100,1962,0.2966
US,shweal992t,p99p100,1963,0.2926
US,shweal992t,p99p100,1964,0.2886
US,shweal992t,p99p100,1965,0.2882
US,shweal992t,p99p100,1966,0.2878
US,shweal992t,p99p100,1967,0.2893
US,shweal992t,p99p100,1968,0.2924
US,shweal992t,p99p100,1969,0.2832
US,shweal992t,p99p100,1970,0.2787
US,shweal992t,p99p100,1971,0.2763
US,shweal992t,p99p100,1972,0.2729
US,shweal992t,p99p100,1973,0.2634
US,shweal992t,p99p100,1974,0.2551
US,shweal992t,p99p100,1975,0.2489
US,shweal992t,p99p100,1976,0.2426
US,shweal992t,p99p100,1977,0.241
US,shweal992t,p99p100,1978,0.2394
US,shweal992t,p99p100,1979,0.2488
US,shweal992t,p99p100,1980,0.2491
US,shweal992t,p99p100,1981,0.2562
US,shweal992t,p99p100,1982,0.2604
US,shweal992t,p99p100,1983,0.2555
US,shweal992t,p99p100,1984,0.2565
US,shweal992t,p99p100,1985,0.2626
US,shweal992t,p99p100,1986,0.2663
US,shweal992t,p99p100,1987,0.2831
US,shweal992t,p99p100,1988,0.3032
US,shweal992t,p99p100,1989,0.3035
US,shweal992t,p99p100,1990,0.3044
US,shweal992t,p99p100,1991,0.3005
US,shweal992t,p99p100,1992,0.3119
US,shweal992t,p99p100,1993,0.3115
US,shweal992t,p99p100,1994,0.311
US,shweal992t,p99p100,1995,0.3105
US,shweal992t,p99p100,1996,0.3171
US,shweal992t,p99p100,1997,0.3264
US,shweal992t,p99p100,1998,0.3367
US,shweal992t,p99p100,1999,0.3407
US,shweal992t,p99p100,2000,0.3468
US,shweal992t,p99p100,2001,0.3408
US,shweal992t,p99p100,2002,0.3346
US,shweal992t,p99p100,2003,0.3334
US,shweal992t,p99p100,2004,0.3373
US,shweal992t,p99p100,2005,0.3453
US,shweal992t,p99p100,2006,0.35
US,shweal992t,p99p100,2007,0.3571
US,shweal992t,p99p100,2008,0.3625
US,shweal992t,p99p100,2009,0.3536
US,shweal992t,p99p100,2010,0.36870000000000003
US,shweal992t,p99p100,2011,0.3769
US,shweal992t,p99p100,2012,0.3912
US,shweal992t,p99p100,2013,0.3801
US,shweal992t,p99p100,2014,0.3836
US,shweal992t,p99p100,2015,0.3843
US,shweal992t,p99p100,2016,0.381
US,shweal992t,p99p100,2017,0.3808
US,shweal992t,p99p100,2018,0.3784
US,shweal992t,p99p100,2019,0.3744
