participant_id,condition,video_type,deepfake_true,deepfake_perceived,correct,reaction_time_ms,engagement_rating,EEG_attention,content_recall
74,Familiar,Entertainment,0,0,1,1306,6.4,0.61,0
74,Familiar,Entertainment,0,0,1,1076,7.2,0.374,0
74,Familiar,Entertainment,0,0,1,775,9.6,0.558,0
74,Familiar,Educational,1,1,1,421,7.8,0.631,0
74,Familiar,Educational,0,1,0,987,8.4,0.537,0
74,Familiar,Entertainment,0,0,1,357,8.7,0.426,0
74,Familiar,Entertainment,0,0,1,1208,7.5,0.515,1
74,Familiar,Political,1,1,1,1476,5.3,0.735,1
74,Familiar,Entertainment,1,1,1,740,8.4,0.563,0
74,Familiar,Educational,1,1,1,520,7.8,0.348,0
74,Familiar,Political,1,1,1,751,6.1,0.549,0
74,Familiar,Educational,1,1,1,704,5.8,0.633,1
75,Familiar,Political,1,1,1,626,6.3,0.655,1
75,Familiar,Educational,0,0,1,1005,6.0,0.549,0
75,Familiar,Political,1,1,1,791,3.3,0.585,0
75,Familiar,Educational,1,0,0,600,6.5,0.608,0
75,Familiar,Educational,1,1,1,852,6.8,0.495,0
75,Familiar,Educational,0,0,1,544,5.5,0.483,0
75,Familiar,Political,0,0,1,550,9.2,0.393,0
75,Familiar,Educational,1,1,1,869,8.4,0.636,1
75,Familiar,Entertainment,0,0,1,376,8.4,0.491,0
75,Familiar,Educational,0,0,1,293,7.5,0.445,0
75,Familiar,Political,0,0,1,1592,3.4,0.754,0
75,Familiar,Entertainment,0,0,1,436,7.9,0.272,0
76,Familiar,Entertainment,0,1,0,672,8.5,0.475,0
76,Familiar,Educational,0,0,1,1273,6.0,0.538,0
76,Familiar,Educational,1,1,1,1104,5.4,0.445,0
76,Familiar,Entertainment,1,1,1,909,8.3,0.495,1
76,Familiar,Entertainment,0,1,0,861,9.8,0.611,0
76,Familiar,Entertainment,0,0,1,393,8.4,0.635,1
76,Familiar,Entertainment,0,1,0,317,8.3,0.396,1
76,Familiar,Educational,1,1,1,537,7.0,0.49,0
76,Familiar,Educational,0,0,1,626,10.0,0.659,0
76,Familiar,Educational,0,0,1,561,7.6,0.537,0
76,Familiar,Entertainment,0,0,1,786,8.0,0.611,0
76,Familiar,Educational,0,0,1,401,4.8,0.662,0
77,Familiar,Entertainment,0,1,0,570,9.7,0.524,1
77,Familiar,Entertainment,0,0,1,512,9.0,0.461,0
77,Familiar,Entertainment,0,0,1,573,7.7,0.71,0
77,Familiar,Educational,1,1,1,744,7.5,0.633,0
77,Familiar,Entertainment,0,0,1,548,10.0,0.635,0
77,Familiar,Entertainment,0,0,1,544,8.6,0.357,0
77,Familiar,Political,1,1,1,563,5.2,0.52,0
77,Familiar,Political,0,0,1,1019,4.8,0.704,1
77,Familiar,Entertainment,0,1,0,1061,6.0,0.545,0
77,Familiar,Entertainment,0,0,1,1939,7.1,0.391,0
77,Familiar,Entertainment,1,1,1,593,7.2,0.631,1
77,Familiar,Educational,0,0,1,1631,7.4,0.641,1
78,Familiar,Educational,0,1,0,472,7.7,0.484,0
78,Familiar,Entertainment,0,0,1,362,6.8,0.524,1
78,Familiar,Educational,0,0,1,353,7.7,0.557,0
78,Familiar,Entertainment,0,0,1,590,7.4,0.444,0
78,Familiar,Entertainment,0,0,1,749,6.4,0.577,1
78,Familiar,Educational,0,0,1,340,6.0,0.337,0
78,Familiar,Educational,0,0,1,882,7.4,0.428,0
78,Familiar,Educational,0,0,1,676,6.6,0.467,0
78,Familiar,Educational,0,0,1,740,6.3,0.682,0
78,Familiar,Political,0,0,1,463,7.2,0.462,0
78,Familiar,Entertainment,1,1,1,706,8.6,0.525,0
78,Familiar,Educational,0,0,1,381,7.0,0.616,0
79,Familiar,Political,0,0,1,509,5.1,0.456,0
79,Familiar,Educational,0,1,0,946,5.6,0.511,0
79,Familiar,Entertainment,0,0,1,1046,7.0,0.489,1
79,Familiar,Entertainment,0,0,1,1507,8.6,0.307,0
79,Familiar,Educational,0,0,1,813,6.0,0.386,0
79,Familiar,Educational,1,1,1,451,6.3,0.596,0
79,Familiar,Educational,0,1,0,1159,8.2,0.519,1
79,Familiar,Educational,1,1,1,867,7.8,0.432,0
79,Familiar,Educational,1,1,1,693,7.2,0.676,0
79,Familiar,Entertainment,1,1,1,641,8.3,0.613,1
79,Familiar,Political,0,0,1,412,6.8,0.495,1
79,Familiar,Entertainment,0,0,1,661,6.4,0.519,1
80,Familiar,Entertainment,0,0,1,649,7.9,0.525,0
80,Familiar,Educational,0,1,0,853,9.1,0.675,1
80,Familiar,Political,0,0,1,401,5.7,0.451,0
80,Familiar,Entertainment,1,0,0,1116,7.2,0.497,1
80,Familiar,Entertainment,0,1,0,1057,8.3,0.363,0
80,Familiar,Educational,1,1,1,584,8.1,0.616,1
80,Familiar,Entertainment,0,1,0,404,7.4,0.598,0
80,Familiar,Entertainment,0,0,1,1108,9.9,0.433,0
80,Familiar,Political,0,0,1,954,5.2,0.392,0
80,Familiar,Political,1,1,1,500,6.2,0.575,0
80,Familiar,Political,1,1,1,606,7.9,0.374,0
80,Familiar,Political,1,1,1,576,6.6,0.482,0
81,Familiar,Political,0,0,1,1713,5.7,0.486,0
81,Familiar,Political,0,0,1,550,5.2,0.542,0
81,Familiar,Educational,0,0,1,853,9.4,0.58,1
81,Familiar,Entertainment,0,0,1,563,7.8,0.398,0
81,Familiar,Entertainment,0,1,0,1024,7.7,0.616,0
81,Familiar,Educational,0,0,1,1365,6.8,0.63,0
81,Familiar,Entertainment,0,0,1,444,9.0,0.491,0
81,Familiar,Entertainment,0,1,0,2165,8.9,0.496,0
81,Familiar,Entertainment,0,0,1,1035,9.1,0.351,0
81,Familiar,Entertainment,0,0,1,330,7.2,0.532,0
81,Familiar,Entertainment,0,1,0,1406,8.1,0.561,0
81,Familiar,Entertainment,1,1,1,845,10.0,0.423,0
82,Familiar,Educational,0,0,1,1306,8.4,0.518,0
82,Familiar,Entertainment,0,0,1,790,9.6,0.446,0
82,Familiar,Educational,0,0,1,1061,7.4,0.465,0
82,Familiar,Entertainment,1,1,1,1138,7.6,0.357,0
82,Familiar,Entertainment,0,0,1,619,9.1,0.366,0
82,Familiar,Entertainment,1,0,0,533,8.4,0.682,1
82,Familiar,Educational,1,0,0,382,6.1,0.547,0
82,Familiar,Educational,1,1,1,861,7.5,0.426,0
82,Familiar,Educational,1,1,1,980,5.3,0.541,0
82,Familiar,Political,0,1,0,902,7.2,0.369,0
82,Familiar,Entertainment,1,1,1,929,9.2,0.382,0
82,Familiar,Entertainment,1,1,1,690,6.5,0.598,0
83,Unfamiliar,Political,0,1,0,1024,6.3,0.745,0
83,Unfamiliar,Political,1,0,0,934,4.0,0.608,1
83,Unfamiliar,Political,1,1,1,596,7.0,0.602,1
83,Unfamiliar,Educational,0,1,0,1323,6.6,0.77,1
83,Unfamiliar,Entertainment,0,0,1,926,5.9,0.663,0
83,Unfamiliar,Educational,0,0,1,954,5.5,0.751,0
83,Unfamiliar,Entertainment,1,1,1,690,7.3,0.495,0
83,Unfamiliar,Entertainment,0,1,0,696,7.2,0.539,0
83,Unfamiliar,Entertainment,1,0,0,924,6.6,0.748,0
83,Unfamiliar,Political,0,0,1,1905,5.7,0.558,0
83,Unfamiliar,Entertainment,0,1,0,842,6.2,0.726,0
83,Unfamiliar,Political,1,0,0,1528,6.1,0.331,0
84,Unfamiliar,Educational,0,0,1,1557,6.1,0.803,1
84,Unfamiliar,Political,0,0,1,1042,4.9,0.604,0
84,Unfamiliar,Educational,1,1,1,1467,5.1,0.67,0
84,Unfamiliar,Political,1,0,0,1210,3.6,0.831,1
84,Unfamiliar,Entertainment,1,0,0,1393,6.4,0.471,1
84,Unfamiliar,Educational,0,1,0,982,5.0,0.788,0
84,Unfamiliar,Educational,0,0,1,1148,4.8,0.893,1
84,Unfamiliar,Entertainment,0,0,1,1622,6.1,0.636,0
84,Unfamiliar,Entertainment,1,0,0,849,6.1,0.724,0
84,Unfamiliar,Entertainment,0,1,0,926,4.7,0.606,0
84,Unfamiliar,Political,1,1,1,1012,5.6,0.577,0
84,Unfamiliar,Entertainment,1,1,1,864,4.8,0.388,0
85,Familiar,Educational,1,1,1,427,6.5,0.618,0
85,Familiar,Political,1,0,0,446,8.5,0.444,0
85,Familiar,Entertainment,1,0,0,680,7.4,0.502,0
85,Familiar,Entertainment,0,1,0,802,6.0,0.426,0
85,Familiar,Entertainment,0,0,1,700,6.1,0.557,1
85,Familiar,Entertainment,1,1,1,431,8.8,0.566,0
85,Familiar,Educational,0,0,1,1317,4.8,0.468,0
85,Familiar,Educational,0,0,1,617,6.5,0.605,0
85,Familiar,Educational,1,1,1,531,6.1,0.63,0
85,Familiar,Educational,1,1,1,1737,6.1,0.615,0
85,Familiar,Political,0,1,0,601,7.5,0.282,0
85,Familiar,Educational,0,0,1,1555,7.2,0.413,0
86,Unfamiliar,Entertainment,0,0,1,1139,7.4,0.568,0
86,Unfamiliar,Entertainment,0,0,1,967,7.0,0.455,0
86,Unfamiliar,Entertainment,1,0,0,1248,8.2,0.48,0
86,Unfamiliar,Educational,0,0,1,914,5.3,0.659,1
86,Unfamiliar,Entertainment,0,0,1,1546,6.7,0.5,0
86,Unfamiliar,Political,1,1,1,648,3.1,0.573,1
86,Unfamiliar,Political,0,1,0,1165,5.1,0.564,1
86,Unfamiliar,Entertainment,1,1,1,882,5.3,0.652,1
86,Unfamiliar,Entertainment,1,1,1,1436,6.8,0.605,0
86,Unfamiliar,Educational,1,1,1,1097,4.3,0.671,0
86,Unfamiliar,Educational,1,1,1,1135,5.9,0.84,1
86,Unfamiliar,Entertainment,1,0,0,1091,6.6,0.602,0
87,Unfamiliar,Political,1,0,0,840,3.6,0.659,0
87,Unfamiliar,Entertainment,1,1,1,862,6.5,0.459,0
87,Unfamiliar,Entertainment,0,0,1,1809,6.9,0.642,1
87,Unfamiliar,Educational,1,1,1,684,4.0,0.654,0
87,Unfamiliar,Entertainment,1,1,1,671,7.4,0.704,1
87,Unfamiliar,Educational,1,0,0,698,3.8,0.655,0
87,Unfamiliar,Entertainment,0,0,1,644,10.0,0.79,1
87,Unfamiliar,Educational,1,0,0,1000,5.3,0.667,1
87,Unfamiliar,Political,1,0,0,763,4.7,0.515,0
87,Unfamiliar,Educational,0,1,0,1591,5.1,0.514,1
87,Unfamiliar,Entertainment,1,1,1,776,7.6,0.556,0
87,Unfamiliar,Political,1,0,0,1067,3.6,0.712,0
88,Unfamiliar,Entertainment,0,1,0,1137,6.3,0.73,0
88,Unfamiliar,Entertainment,1,1,1,1179,7.2,0.694,0
88,Unfamiliar,Entertainment,0,1,0,951,4.4,0.734,0
88,Unfamiliar,Political,0,0,1,808,4.7,0.653,1
88,Unfamiliar,Entertainment,0,0,1,2017,3.7,0.523,0
88,Unfamiliar,Political,0,0,1,1321,5.7,0.689,0
88,Unfamiliar,Entertainment,1,0,0,970,5.0,0.676,0
88,Unfamiliar,Educational,0,1,0,1538,4.0,0.417,0
88,Unfamiliar,Educational,0,1,0,972,5.0,0.713,0
88,Unfamiliar,Political,0,0,1,1155,5.4,0.558,0
88,Unfamiliar,Political,0,1,0,954,3.0,0.719,1
88,Unfamiliar,Educational,1,1,1,675,5.4,0.553,0
89,Unfamiliar,Educational,1,1,1,1055,4.1,0.549,0
89,Unfamiliar,Educational,0,0,1,1065,6.7,0.577,0
89,Unfamiliar,Entertainment,0,0,1,1149,5.8,0.69,0
89,Unfamiliar,Entertainment,0,1,0,1441,6.9,0.582,0
89,Unfamiliar,Educational,0,0,1,2648,8.2,0.543,0
89,Unfamiliar,Entertainment,1,1,1,1130,7.2,0.74,0
89,Unfamiliar,Entertainment,1,1,1,770,2.7,0.615,1
89,Unfamiliar,Educational,0,0,1,1952,4.9,0.95,1
89,Unfamiliar,Political,1,0,0,1777,6.3,0.749,1
89,Unfamiliar,Entertainment,0,0,1,825,8.3,0.73,0
89,Unfamiliar,Entertainment,1,0,0,1045,7.8,0.679,1
89,Unfamiliar,Political,1,1,1,1314,5.1,0.748,0
90,Unfamiliar,Political,0,0,1,672,4.4,0.386,0
90,Unfamiliar,Educational,0,1,0,609,6.7,0.7,0
90,Unfamiliar,Entertainment,0,1,0,781,8.6,0.724,1
90,Unfamiliar,Entertainment,1,0,0,1193,7.6,0.687,0
90,Unfamiliar,Political,1,1,1,817,2.8,0.55,0
90,Unfamiliar,Entertainment,0,0,1,903,6.0,0.776,1
90,Unfamiliar,Educational,0,0,1,1199,6.8,0.576,0
90,Unfamiliar,Educational,1,1,1,1075,7.1,0.818,0
90,Unfamiliar,Entertainment,0,1,0,744,5.5,0.816,1
90,Unfamiliar,Educational,0,0,1,1335,6.2,0.721,1
90,Unfamiliar,Educational,0,0,1,1173,5.5,0.699,1
90,Unfamiliar,Entertainment,1,1,1,1423,9.0,0.701,0
91,Familiar,Entertainment,1,1,1,514,9.0,0.433,0
91,Familiar,Entertainment,0,0,1,378,10.0,0.38,1
91,Familiar,Entertainment,1,0,0,1023,8.7,0.592,0
91,Familiar,Educational,0,1,0,866,7.8,0.529,0
91,Familiar,Political,1,1,1,1279,7.0,0.602,0
91,Familiar,Political,0,1,0,706,4.6,0.412,0
91,Familiar,Political,1,1,1,611,7.2,0.456,0
91,Familiar,Entertainment,0,1,0,429,8.1,0.553,1
91,Familiar,Educational,1,1,1,546,6.7,0.593,0
91,Familiar,Educational,1,1,1,968,6.5,0.407,0
91,Familiar,Educational,1,1,1,1034,8.3,0.663,0
91,Familiar,Educational,1,1,1,541,7.8,0.604,1
92,Unfamiliar,Entertainment,0,1,0,1379,7.7,0.529,0
92,Unfamiliar,Entertainment,0,1,0,1121,7.7,0.599,1
92,Unfamiliar,Educational,0,0,1,808,6.2,0.622,1
92,Unfamiliar,Entertainment,0,0,1,970,7.0,0.75,0
92,Unfamiliar,Educational,0,0,1,1154,4.6,0.732,1
92,Unfamiliar,Educational,1,0,0,1246,6.0,0.781,1
92,Unfamiliar,Entertainment,0,0,1,1294,6.9,0.696,0
92,Unfamiliar,Educational,0,0,1,817,5.5,0.529,0
92,Unfamiliar,Entertainment,1,0,0,639,6.1,0.703,0
92,Unfamiliar,Entertainment,1,1,1,1007,5.7,0.77,1
92,Unfamiliar,Entertainment,0,0,1,1286,6.6,0.619,0
92,Unfamiliar,Educational,0,0,1,810,4.1,0.538,1
93,Familiar,Political,0,0,1,920,6.2,0.271,0
93,Familiar,Educational,0,0,1,811,6.6,0.595,0
93,Familiar,Entertainment,1,1,1,765,9.1,0.527,0
93,Familiar,Educational,0,0,1,876,6.0,0.589,1
93,Familiar,Educational,0,0,1,750,5.2,0.557,1
93,Familiar,Entertainment,1,1,1,930,4.8,0.385,0
93,Familiar,Political,0,0,1,931,6.8,0.454,0
93,Familiar,Educational,0,0,1,756,8.3,0.596,0
93,Familiar,Entertainment,0,0,1,554,8.0,0.53,0
93,Familiar,Educational,0,0,1,1559,6.9,0.535,0
93,Familiar,Entertainment,0,1,0,1031,9.2,0.437,0
93,Familiar,Educational,1,1,1,733,5.9,0.684,0
94,Unfamiliar,Entertainment,0,0,1,1511,8.0,0.591,0
94,Unfamiliar,Educational,1,0,0,595,7.4,0.686,0
94,Unfamiliar,Educational,0,1,0,960,4.9,0.581,0
94,Unfamiliar,Educational,0,1,0,754,5.3,0.673,0
94,Unfamiliar,Entertainment,1,1,1,869,6.5,0.581,1
94,Unfamiliar,Entertainment,0,0,1,724,7.2,0.748,0
94,Unfamiliar,Entertainment,1,1,1,683,4.8,0.673,1
94,Unfamiliar,Entertainment,1,1,1,944,5.4,0.602,0
94,Unfamiliar,Educational,0,1,0,580,5.1,0.643,0
94,Unfamiliar,Political,0,1,0,1049,3.2,0.503,1
94,Unfamiliar,Entertainment,1,1,1,1013,3.5,0.602,0
94,Unfamiliar,Educational,1,1,1,1113,5.9,0.731,0
95,Unfamiliar,Educational,1,0,0,902,6.7,0.745,1
95,Unfamiliar,Entertainment,1,1,1,1062,7.1,0.399,0
95,Unfamiliar,Entertainment,0,0,1,1386,5.5,0.73,1
95,Unfamiliar,Political,1,1,1,1089,4.7,0.838,0
95,Unfamiliar,Entertainment,1,1,1,737,6.5,0.694,1
95,Unfamiliar,Political,1,1,1,1237,4.7,0.658,0
95,Unfamiliar,Entertainment,1,0,0,1136,10.0,0.575,0
95,Unfamiliar,Educational,1,1,1,936,4.8,0.658,1
95,Unfamiliar,Educational,1,0,0,744,6.6,0.771,0
95,Unfamiliar,Entertainment,0,1,0,1282,7.8,0.602,0
95,Unfamiliar,Political,0,0,1,1091,2.6,0.617,1
95,Unfamiliar,Educational,0,1,0,1171,4.3,0.544,1
96,Familiar,Entertainment,0,0,1,455,10.0,0.543,0
96,Familiar,Entertainment,1,0,0,475,7.1,0.547,0
96,Familiar,Entertainment,1,1,1,430,9.8,0.558,0
96,Familiar,Educational,0,1,0,1170,6.5,0.671,1
96,Familiar,Entertainment,0,0,1,1063,9.3,0.52,0
96,Familiar,Political,0,0,1,1155,5.6,0.298,0
96,Familiar,Political,1,1,1,428,6.2,0.758,0
96,Familiar,Political,1,1,1,2529,6.3,0.476,0
96,Familiar,Political,0,0,1,850,5.5,0.364,0
96,Familiar,Educational,1,1,1,770,7.0,0.479,0
96,Familiar,Entertainment,0,0,1,704,9.6,0.411,0
96,Familiar,Entertainment,1,1,1,274,8.5,0.436,0
97,Familiar,Entertainment,1,0,0,1071,7.9,0.493,0
97,Familiar,Educational,1,1,1,1056,6.5,0.522,0
97,Familiar,Political,0,0,1,537,7.1,0.707,0
97,Familiar,Entertainment,0,0,1,1003,7.3,0.307,0
97,Familiar,Educational,0,0,1,614,8.2,0.488,0
97,Familiar,Educational,1,1,1,1863,6.3,0.539,0
97,Familiar,Political,0,0,1,620,7.9,0.422,0
97,Familiar,Entertainment,0,0,1,664,8.0,0.49,0
97,Familiar,Entertainment,0,0,1,877,7.1,0.638,1
97,Familiar,Political,1,1,1,650,5.7,0.489,0
97,Familiar,Entertainment,1,1,1,567,7.5,0.424,0
97,Familiar,Educational,1,1,1,382,8.2,0.559,0
98,Familiar,Entertainment,1,1,1,1335,7.3,0.577,1
98,Familiar,Educational,0,0,1,739,9.4,0.524,0
98,Familiar,Political,1,1,1,841,6.3,0.404,0
98,Familiar,Entertainment,0,0,1,474,7.7,0.549,0
98,Familiar,Entertainment,0,0,1,511,8.5,0.602,1
98,Familiar,Entertainment,0,0,1,1206,8.7,0.429,0
98,Familiar,Political,1,0,0,450,6.9,0.513,0
98,Familiar,Political,0,0,1,1716,4.9,0.593,0
98,Familiar,Educational,1,1,1,584,6.4,0.457,0
98,Familiar,Political,0,0,1,955,5.9,0.464,0
98,Familiar,Entertainment,1,1,1,844,7.5,0.597,0
98,Familiar,Entertainment,0,0,1,360,7.2,0.584,0
99,Familiar,Political,0,0,1,987,4.7,0.43,0
99,Familiar,Educational,1,1,1,327,6.1,0.566,0
99,Familiar,Entertainment,0,0,1,803,8.5,0.532,0
99,Familiar,Entertainment,1,1,1,973,6.1,0.665,1
99,Familiar,Educational,0,0,1,555,7.6,0.511,0
99,Familiar,Educational,1,0,0,504,6.4,0.731,1
99,Familiar,Entertainment,0,0,1,1575,9.3,0.638,0
99,Familiar,Educational,1,1,1,699,6.6,0.497,0
99,Familiar,Entertainment,0,0,1,746,9.6,0.382,0
99,Familiar,Educational,0,0,1,512,7.0,0.496,0
99,Familiar,Entertainment,1,1,1,725,6.3,0.482,0
99,Familiar,Entertainment,1,1,1,814,7.8,0.336,0
100,Familiar,Entertainment,0,0,1,1012,8.5,0.472,1
100,Familiar,Political,0,0,1,1013,4.1,0.592,0
100,Familiar,Entertainment,1,1,1,645,9.9,0.49,1
100,Familiar,Entertainment,0,0,1,767,7.6,0.601,0
100,Familiar,Entertainment,1,0,0,1052,6.0,0.616,0
100,Familiar,Educational,0,0,1,1527,5.3,0.444,0
100,Familiar,Educational,0,0,1,653,8.6,0.644,0
100,Familiar,Entertainment,1,1,1,817,8.4,0.625,0
100,Familiar,Entertainment,0,0,1,1044,8.5,0.424,0
100,Familiar,Political,0,1,0,463,6.9,0.539,1
100,Familiar,Entertainment,1,0,0,488,7.6,0.458,1
100,Familiar,Entertainment,1,1,1,607,6.1,0.378,0
101,Unfamiliar,Entertainment,0,0,1,873,7.1,0.487,0
101,Unfamiliar,Educational,1,1,1,749,7.1,0.594,1
101,Unfamiliar,Political,1,1,1,975,4.2,0.556,1
101,Unfamiliar,Educational,0,1,0,2231,5.8,0.631,1
101,Unfamiliar,Entertainment,1,1,1,719,6.3,0.721,1
101,Unfamiliar,Entertainment,0,0,1,1001,4.9,0.482,1
101,Unfamiliar,Entertainment,1,1,1,1168,7.3,0.721,0
101,Unfamiliar,Political,0,0,1,1029,7.0,0.597,1
101,Unfamiliar,Educational,0,1,0,1710,6.7,0.815,1
101,Unfamiliar,Political,0,0,1,1073,4.8,0.567,1
101,Unfamiliar,Educational,1,0,0,877,4.0,0.618,0
101,Unfamiliar,Entertainment,0,1,0,1070,6.6,0.608,0
102,Unfamiliar,Educational,0,0,1,926,4.7,0.814,1
102,Unfamiliar,Educational,1,0,0,1007,4.8,0.782,1
102,Unfamiliar,Educational,0,1,0,789,8.0,0.763,0
102,Unfamiliar,Political,0,1,0,1152,4.8,0.802,1
102,Unfamiliar,Entertainment,0,0,1,1191,5.5,0.654,0
102,Unfamiliar,Educational,0,1,0,1223,5.3,0.682,0
102,Unfamiliar,Educational,0,0,1,1061,5.2,0.77,0
102,Unfamiliar,Entertainment,0,0,1,899,7.4,0.476,0
102,Unfamiliar,Entertainment,0,1,0,1185,5.5,0.7,0
102,Unfamiliar,Entertainment,1,1,1,1017,7.3,0.698,1
102,Unfamiliar,Educational,0,0,1,1440,4.5,0.702,0
102,Unfamiliar,Entertainment,1,0,0,734,8.7,0.72,0
103,Familiar,Entertainment,1,1,1,383,9.1,0.416,0
103,Familiar,Political,0,0,1,993,7.7,0.352,1
103,Familiar,Educational,1,1,1,912,8.3,0.651,1
103,Familiar,Entertainment,1,1,1,658,7.1,0.596,0
103,Familiar,Educational,0,0,1,772,8.0,0.486,0
103,Familiar,Entertainment,1,1,1,700,6.1,0.42,0
103,Familiar,Entertainment,0,0,1,774,7.4,0.556,1
103,Familiar,Educational,0,0,1,1349,7.4,0.545,0
103,Familiar,Educational,1,1,1,599,7.4,0.62,0
103,Familiar,Political,0,0,1,981,5.7,0.514,0
103,Familiar,Educational,1,1,1,1673,8.5,0.635,0
103,Familiar,Entertainment,0,0,1,276,8.3,0.45,0
104,Unfamiliar,Entertainment,1,1,1,928,7.9,0.493,0
104,Unfamiliar,Entertainment,0,0,1,934,6.2,0.556,1
104,Unfamiliar,Educational,0,1,0,912,5.0,0.68,0
104,Unfamiliar,Educational,1,1,1,956,6.3,0.721,0
104,Unfamiliar,Educational,1,1,1,1588,5.4,0.568,0
104,Unfamiliar,Entertainment,1,1,1,1042,8.2,0.532,0
104,Unfamiliar,Political,0,0,1,791,4.6,0.305,0
104,Unfamiliar,Educational,0,0,1,698,6.5,0.532,1
104,Unfamiliar,Entertainment,1,0,0,1145,6.8,0.594,1
104,Unfamiliar,Educational,1,1,1,829,5.2,0.645,0
104,Unfamiliar,Entertainment,0,1,0,916,5.2,0.684,1
104,Unfamiliar,Entertainment,0,1,0,859,6.9,0.626,0
105,Familiar,Entertainment,0,0,1,421,8.5,0.596,0
105,Familiar,Entertainment,1,1,1,793,8.5,0.513,0
105,Familiar,Educational,1,0,0,1070,4.5,0.611,0
105,Familiar,Educational,1,1,1,745,9.1,0.589,0
105,Familiar,Entertainment,0,1,0,398,9.5,0.296,1
105,Familiar,Political,1,1,1,462,5.9,0.544,0
105,Familiar,Entertainment,0,0,1,534,7.9,0.571,0
105,Familiar,Political,1,1,1,329,5.5,0.329,0
105,Familiar,Educational,0,0,1,1434,7.9,0.527,0
105,Familiar,Entertainment,1,1,1,488,6.9,0.454,0
105,Familiar,Educational,1,1,1,1289,8.0,0.618,0
105,Familiar,Political,0,0,1,959,3.9,0.573,1
106,Unfamiliar,Entertainment,0,1,0,1405,6.3,0.529,0
106,Unfamiliar,Political,1,1,1,696,5.2,0.581,0
106,Unfamiliar,Entertainment,0,0,1,1267,7.0,0.525,0
106,Unfamiliar,Political,0,1,0,1419,5.4,0.702,0
106,Unfamiliar,Entertainment,1,0,0,764,6.6,0.615,0
106,Unfamiliar,Entertainment,1,0,0,905,10.0,0.643,0
106,Unfamiliar,Educational,0,0,1,606,6.1,0.669,0
106,Unfamiliar,Educational,0,0,1,1225,7.2,0.636,1
106,Unfamiliar,Educational,0,1,0,1118,4.5,0.535,1
106,Unfamiliar,Educational,1,1,1,782,4.5,0.788,1
106,Unfamiliar,Political,1,1,1,708,7.4,0.644,0
106,Unfamiliar,Entertainment,0,0,1,1038,6.5,0.78,1
107,Familiar,Entertainment,0,0,1,973,8.0,0.647,0
107,Familiar,Educational,0,0,1,451,5.6,0.564,0
107,Familiar,Entertainment,0,0,1,661,8.7,0.495,0
107,Familiar,Entertainment,1,1,1,1239,9.4,0.606,1
107,Familiar,Entertainment,1,1,1,1044,8.7,0.399,0
107,Familiar,Educational,1,1,1,763,6.5,0.614,0
107,Familiar,Political,0,0,1,647,6.8,0.447,0
107,Familiar,Entertainment,0,0,1,414,10.0,0.367,0
107,Familiar,Educational,0,1,0,549,6.8,0.533,0
107,Familiar,Educational,1,1,1,392,8.2,0.579,0
107,Familiar,Educational,1,1,1,1332,7.5,0.481,0
107,Familiar,Educational,0,0,1,1248,8.8,0.661,1
108,Familiar,Educational,1,1,1,958,7.3,0.654,0
108,Familiar,Entertainment,0,0,1,444,7.3,0.484,0
108,Familiar,Educational,0,0,1,488,7.4,0.646,0
108,Familiar,Educational,0,0,1,592,7.5,0.464,0
108,Familiar,Entertainment,1,0,0,996,7.7,0.424,0
108,Familiar,Educational,1,1,1,381,8.0,0.499,0
108,Familiar,Educational,1,1,1,1298,4.7,0.617,0
108,Familiar,Entertainment,1,1,1,489,9.3,0.524,0
108,Familiar,Entertainment,0,1,0,838,9.1,0.539,0
108,Familiar,Political,0,0,1,1020,3.8,0.474,0
108,Familiar,Educational,0,0,1,644,5.9,0.709,0
108,Familiar,Educational,1,1,1,790,6.5,0.421,0
109,Unfamiliar,Political,0,1,0,686,5.3,0.67,0
109,Unfamiliar,Entertainment,1,1,1,662,6.7,0.75,0
109,Unfamiliar,Educational,1,0,0,1196,5.7,0.705,0
109,Unfamiliar,Entertainment,1,0,0,1106,6.5,0.718,0
109,Unfamiliar,Entertainment,0,0,1,950,8.4,0.602,1
109,Unfamiliar,Political,0,1,0,634,4.6,0.597,0
109,Unfamiliar,Entertainment,0,1,0,824,9.7,0.612,0
109,Unfamiliar,Entertainment,1,1,1,639,6.9,0.496,0
109,Unfamiliar,Educational,0,0,1,956,6.1,0.721,0
109,Unfamiliar,Educational,0,0,1,710,6.0,0.725,0
109,Unfamiliar,Entertainment,0,0,1,1219,6.6,0.674,0
109,Unfamiliar,Political,1,0,0,1004,4.5,0.565,1
110,Unfamiliar,Political,1,1,1,1155,3.8,0.574,1
110,Unfamiliar,Political,0,0,1,841,4.2,0.541,1
110,Unfamiliar,Entertainment,0,0,1,845,7.0,0.655,0
110,Unfamiliar,Entertainment,0,1,0,871,6.5,0.577,1
110,Unfamiliar,Entertainment,0,0,1,790,7.3,0.658,1
110,Unfamiliar,Educational,0,0,1,1053,3.9,0.701,0
110,Unfamiliar,Educational,0,0,1,911,4.5,0.762,1
110,Unfamiliar,Entertainment,0,0,1,1631,8.1,0.569,0
110,Unfamiliar,Educational,1,0,0,1004,6.1,0.705,1
110,Unfamiliar,Entertainment,0,0,1,1417,5.4,0.588,1
110,Unfamiliar,Entertainment,0,0,1,1629,5.6,0.669,1
110,Unfamiliar,Educational,0,0,1,742,6.0,0.607,0
