"","GEOID","county","income","bachelors","poverty_total","poverty","total"
"1523","29075","Gentry County, Missouri",53799,599,6071,923,6219
"1524","29077","Greene County, Missouri",54968,40170,287851,41987,299188
"1525","29079","Grundy County, Missouri",51045,698,9564,1581,9878
"1526","29081","Harrison County, Missouri",51809,636,7955,1312,8190
"1527","29083","Henry County, Missouri",54903,1482,21700,3263,22064
"1528","29085","Hickory County, Missouri",33302,488,8332,1464,8452
"1529","29087","Holt County, Missouri",55153,416,4141,391,4274
"1530","29089","Howard County, Missouri",59023,984,9390,1206,10142
"1531","29091","Howell County, Missouri",46401,2909,39222,9006,39960
"1532","29093","Iron County, Missouri",53401,793,9177,1792,9538
"1533","29095","Jackson County, Missouri",65169,100921,704419,97773,715526
"1534","29097","Jasper County, Missouri",54963,13785,120463,22265,122788
"1535","29099","Jefferson County, Missouri",77217,24161,224204,18549,226984
"1536","29101","Johnson County, Missouri",62503,5067,49639,6115,54025
"1537","29103","Knox County, Missouri",49167,244,3708,470,3772
"1538","29105","Laclede County, Missouri",49202,2858,35513,6058,36060
"1539","29107","Lafayette County, Missouri",78397,3290,32357,2975,32858
"1540","29109","Lawrence County, Missouri",52225,2762,37444,5486,38231
"1541","29111","Lewis County, Missouri",49779,666,9190,1513,9987
"1542","29113","Lincoln County, Missouri",82543,5295,59034,6793,60172
"1543","29115","Linn County, Missouri",58435,1042,11735,1965,11892
"1544","29117","Livingston County, Missouri",58772,1209,13187,1377,14402
"1545","29119","McDonald County, Missouri",46494,1347,23132,3912,23381
"1546","29121","Macon County, Missouri",54113,1312,14893,1632,15173
"1547","29123","Madison County, Missouri",54042,882,12413,1497,12649
"1548","29125","Maries County, Missouri",56491,701,8388,1463,8454
"1549","29127","Marion County, Missouri",62492,2897,27333,3870,28525
"1550","29129","Mercer County, Missouri",55592,321,3456,516,3517
"1551","29131","Miller County, Missouri",53490,2543,24462,3906,24855
"1552","29133","Mississippi County, Missouri",40833,814,10823,2560,12305
"1553","29135","Moniteau County, Missouri",66792,1376,14060,1530,15401
"1554","29137","Monroe County, Missouri",50245,759,8519,1404,8668
"1555","29139","Montgomery County, Missouri",58660,847,11100,1644,11421
"1556","29141","Morgan County, Missouri",48841,1356,20733,4088,21169
"1557","29143","New Madrid County, Missouri",44092,767,15894,2744,16341
"1558","29145","Newton County, Missouri",60313,5934,57840,8618,59019
"1559","29147","Nodaway County, Missouri",53917,1968,18306,3559,21140
"1560","29149","Oregon County, Missouri",41365,498,8578,1973,8783
"1561","29151","Osage County, Missouri",70313,1583,13064,999,13374
"1562","29153","Ozark County, Missouri",39125,431,8593,1931,8688
"1563","29155","Pemiscot County, Missouri",37426,778,15346,4489,15555
"1564","29157","Perry County, Missouri",61486,1879,18606,2109,18970
"1565","29159","Pettis County, Missouri",57581,3114,42434,6274,43059
"1566","29161","Phelps County, Missouri",53242,4591,41650,7357,44843
"1567","29163","Pike County, Missouri",53363,1297,15891,2513,17719
"1568","29165","Platte County, Missouri",92543,20222,106089,7389,107033
"1569","29167","Polk County, Missouri",54487,2672,30390,5215,31877
"1570","29169","Pulaski County, Missouri",62541,5053,43971,6382,53726
"1571","29171","Putnam County, Missouri",50950,431,4594,564,4698
"1572","29173","Ralls County, Missouri",62615,838,10285,1269,10356
"1573","29175","Randolph County, Missouri",51480,2136,22699,3901,24652
"1574","29177","Ray County, Missouri",69779,1717,22853,2784,23122
"1575","29179","Reynolds County, Missouri",43856,515,5925,1073,6102
"1576","29181","Ripley County, Missouri",42541,614,10746,2212,10839
"1577","29183","St. Charles County, Missouri",99596,74037,398999,18026,406262
"1578","29185","St. Clair County, Missouri",43483,578,8971,1412,9330
"1579","29186","Ste. Genevieve County, Missouri",61215,1237,18013,1660,18494
"1580","29187","St. Francois County, Missouri",53083,4159,61012,10749,66814
"1581","29189","St. Louis County, Missouri",78067,181797,978040,94056,999703
"1582","29195","Saline County, Missouri",55396,2492,21715,2821,23219
"1583","29197","Schuyler County, Missouri",53728,225,4055,414,4066
"1584","29199","Scotland County, Missouri",58656,285,4609,343,4720
"1585","29201","Scott County, Missouri",54621,3637,37429,5826,38055
"1586","29203","Shannon County, Missouri",46767,430,6957,1021,7132
"1587","29205","Shelby County, Missouri",50387,519,5830,866,6049
"1588","29207","Stoddard County, Missouri",51703,2068,28210,4643,28656
"1589","29209","Stone County, Missouri",58392,3379,30864,4344,31314
"1590","29211","Sullivan County, Missouri",53438,379,5812,879,5983
"1591","29213","Taney County, Missouri",54467,6574,54282,8906,56202
"1592","29215","Texas County, Missouri",42870,1531,23400,4674,24828
"1593","29217","Vernon County, Missouri",53318,1454,19036,3454,19777
"1594","29219","Warren County, Missouri",75531,3481,35221,3593,35729
"1595","29221","Washington County, Missouri",49364,1298,22487,4182,23580
"1596","29223","Wayne County, Missouri",42758,572,10900,2739,11081
"1597","29225","Webster County, Missouri",65103,3082,38016,5967,39265
"1598","29227","Worth County, Missouri",43536,150,1949,323,1982
"1599","29229","Wright County, Missouri",43573,978,18041,3674,18475
"1600","29510","St. Louis city, Missouri",52941,46330,289284,58373,298018
"1601","30001","Beaverhead County, Montana",55867,1650,9007,1387,9469
"1602","30003","Big Horn County, Montana",52463,918,12792,3292,13090
"1603","30005","Blaine County, Montana",58507,667,6909,1395,7030
"1604","30007","Broadwater County, Montana",61679,862,6919,633,6977
"1605","30009","Carbon County, Montana",66780,1498,10464,1073,10645
"1606","30011","Carter County, Montana",46486,174,1306,222,1332
"1607","30013","Cascade County, Montana",61351,10151,82121,11172,84423
"1608","30015","Chouteau County, Montana",51791,731,5832,878,5897
"1609","30017","Custer County, Montana",61114,1499,11533,1281,11957
"1610","30019","Daniels County, Montana",47378,221,1501,183,1535
"1611","30021","Dawson County, Montana",68168,1018,8469,634,8915
"1612","30023","Deer Lodge County, Montana",46436,1120,9021,2070,9435
"1613","30025","Fallon County, Montana",79750,248,2863,365,2941
"1614","30027","Fergus County, Montana",58321,1897,11182,1651,11496
"1615","30029","Flathead County, Montana",68025,17554,104920,9727,105950
"1616","30031","Gallatin County, Montana",83434,25951,115388,12231,119685
"1617","30033","Garfield County, Montana",61786,104,966,91,976
"1618","30035","Glacier County, Montana",41078,1054,13569,3986,13781
"1619","30037","Golden Valley County, Montana",54792,119,841,135,841
"1620","30039","Granite County, Montana",53917,634,3285,431,3368
"1621","30041","Hill County, Montana",58427,1731,15832,2679,16238
"1622","30043","Jefferson County, Montana",73875,1925,12047,609,12273
"1623","30045","Judith Basin County, Montana",58750,325,2039,357,2039
"1624","30047","Lake County, Montana",58009,4593,31068,5901,31509
"1625","30049","Lewis and Clark County, Montana",71967,13856,70098,6568,71487
"1626","30051","Liberty County, Montana",48047,287,1966,515,1993
"1627","30053","Lincoln County, Montana",44593,1885,19928,3360,20157
"1628","30055","McCone County, Montana",79022,206,1723,42,1746
"1629","30057","Madison County, Montana",61226,1547,8653,592,8742
"1630","30059","Meagher County, Montana",55753,388,1857,223,1948
"1631","30061","Mineral County, Montana",56098,700,4518,639,4652
"1632","30063","Missoula County, Montana",66840,22620,115895,13756,118541
"1633","30065","Musselshell County, Montana",54875,546,4861,576,4924
"1634","30067","Park County, Montana",67602,3373,17147,1968,17320
"1635","30069","Petroleum County, Montana",57981,55,416,26,416
"1636","30071","Phillips County, Montana",61250,477,4174,290,4233
"1637","30073","Pondera County, Montana",59861,727,5889,1272,5987
"1638","30075","Powder River County, Montana",60313,246,1733,220,1773
"1639","30077","Powell County, Montana",60994,754,5178,271,6998
"1640","30079","Prairie County, Montana",44107,129,1249,278,1283
"1641","30081","Ravalli County, Montana",67424,5826,44583,4372,44876
"1642","30083","Richland County, Montana",67515,855,11310,942,11366
"1643","30085","Roosevelt County, Montana",51038,880,10368,3271,10799
"1644","30087","Rosebud County, Montana",57656,620,8197,1670,8310
"1645","30089","Sanders County, Montana",47110,1372,12410,2027,12615
"1646","30091","Sheridan County, Montana",67457,458,3619,356,3700
"1647","30093","Silver Bow County, Montana",56297,4492,34178,5438,35306
"1648","30095","Stillwater County, Montana",78380,1348,8893,713,8978
"1649","30097","Sweet Grass County, Montana",64872,453,3668,219,3697
"1650","30099","Teton County, Montana",65224,770,6133,886,6238
"1651","30101","Toole County, Montana",54040,460,4417,468,5018
"1652","30103","Treasure County, Montana",70096,156,680,67,680
"1653","30105","Valley County, Montana",59725,899,7383,910,7552
"1654","30107","Wheatland County, Montana",48272,219,2029,460,2060
"1655","30109","Wibaux County, Montana",58750,132,1095,195,1119
"1656","30111","Yellowstone County, Montana",72300,27169,162023,17356,165524
"1657","31001","Adams County, Nebraska",61502,3383,29688,3563,31143
"1658","31003","Antelope County, Nebraska",61924,561,6196,686,6302
"1659","31005","Arthur County, Nebraska",66667,70,485,34,485
"1660","31007","Banner County, Nebraska",62375,108,664,49,670
"1661","31009","Blaine County, Nebraska",52083,54,384,44,384
"1662","31011","Boone County, Nebraska",66800,444,5295,389,5397
"1663","31013","Box Butte County, Nebraska",67893,1117,10588,1271,10778
"1664","31015","Boyd County, Nebraska",57120,122,1739,202,1767
"1665","31017","Brown County, Nebraska",44267,256,2652,236,2691
"1666","31019","Buffalo County, Nebraska",70093,7178,47952,5653,50103
"1667","31021","Burt County, Nebraska",54950,853,6627,941,6717
"1668","31023","Butler County, Nebraska",75690,1162,8202,647,8373
"1669","31025","Cass County, Nebraska",87673,3756,26297,1482,26749
"1670","31027","Cedar County, Nebraska",72035,941,8176,444,8375
"1671","31029","Chase County, Nebraska",57313,433,3633,298,3704
"1672","31031","Cherry County, Nebraska",62373,693,5408,530,5473
"1673","31033","Cheyenne County, Nebraska",54038,1107,9316,1086,9489
"1674","31035","Clay County, Nebraska",73933,638,5957,520,6088
"1675","31037","Colfax County, Nebraska",71205,649,10338,1057,10563
"1676","31039","Cuming County, Nebraska",68917,1064,8858,678,9000
"1677","31041","Custer County, Nebraska",62288,1394,10399,1177,10566
"1678","31043","Dakota County, Nebraska",66112,1427,21029,2354,21308
"1679","31045","Dawes County, Nebraska",53760,937,7434,964,8279
"1680","31047","Dawson County, Nebraska",67462,1783,23748,3378,24037
"1681","31049","Deuel County, Nebraska",58875,209,1847,132,1858
"1682","31051","Dixon County, Nebraska",60568,622,5486,518,5579
"1683","31053","Dodge County, Nebraska",66793,3438,35942,3255,37175
"1684","31055","Douglas County, Nebraska",76083,99805,571091,62856,582638
"1685","31057","Dundy County, Nebraska",58977,187,1797,224,1825
"1686","31059","Fillmore County, Nebraska",72335,618,5354,375,5557
"1687","31061","Franklin County, Nebraska",55625,265,2825,421,2901
"1688","31063","Frontier County, Nebraska",62928,292,2384,295,2491
"1689","31065","Furnas County, Nebraska",58895,521,4538,506,4630
"1690","31067","Gage County, Nebraska",60035,2234,21233,2835,21654
"1691","31069","Garden County, Nebraska",47139,205,1749,168,1778
"1692","31071","Garfield County, Nebraska",64957,327,1752,213,1833
"1693","31073","Gosper County, Nebraska",76583,292,1835,120,1873
"1694","31075","Grant County, Nebraska",65139,100,630,68,649
"1695","31077","Greeley County, Nebraska",52813,200,2173,271,2212
"1696","31079","Hall County, Nebraska",63553,5668,61620,7860,62575
"1697","31081","Hamilton County, Nebraska",73254,1048,9257,510,9400
"1698","31083","Harlan County, Nebraska",64583,378,3048,224,3094
"1699","31085","Hayes County, Nebraska",59405,109,919,135,919
"1700","31087","Hitchcock County, Nebraska",49456,254,2580,319,2620
"1701","31089","Holt County, Nebraska",66325,1362,9993,986,10149
"1702","31091","Hooker County, Nebraska",43333,109,626,51,659
"1703","31093","Howard County, Nebraska",70766,827,6403,312,6476
"1704","31095","Jefferson County, Nebraska",54494,773,7028,780,7185
"1705","31097","Johnson County, Nebraska",64352,459,4322,265,5294
"1706","31099","Kearney County, Nebraska",74276,1089,6542,619,6655
"1707","31101","Keith County, Nebraska",59511,855,8197,978,8303
"1708","31103","Keya Paha County, Nebraska",63977,140,987,85,987
"1709","31105","Kimball County, Nebraska",53151,211,3320,333,3395
"1710","31107","Knox County, Nebraska",61250,744,8220,983,8415
"1711","31109","Lancaster County, Nebraska",70387,51720,309133,36483,322063
"1712","31111","Lincoln County, Nebraska",63019,3160,33709,3699,34532
"1713","31113","Logan County, Nebraska",69250,128,834,77,839
"1714","31115","Loup County, Nebraska",50000,61,629,50,629
"1715","31117","McPherson County, Nebraska",58250,47,456,35,456
"1716","31119","Madison County, Nebraska",61139,3927,34549,4201,35538
"1717","31121","Merrick County, Nebraska",57873,607,7536,772,7675
"1718","31123","Morrill County, Nebraska",57325,434,4441,423,4562
"1719","31125","Nance County, Nebraska",60054,289,3278,446,3366
"1720","31127","Nemaha County, Nebraska",57196,966,6531,1001,7019
"1721","31129","Nuckolls County, Nebraska",66000,551,4033,253,4092
"1722","31131","Otoe County, Nebraska",73031,1941,15759,1804,15995
"1723","31133","Pawnee County, Nebraska",55833,228,2491,332,2553
"1724","31135","Perkins County, Nebraska",61786,436,2821,245,2860
"1725","31137","Phelps County, Nebraska",65114,1229,8673,1257,8966
"1726","31139","Pierce County, Nebraska",65603,814,7166,569,7301
"1727","31141","Platte County, Nebraska",69943,3926,33799,2774,34219
"1728","31143","Polk County, Nebraska",67695,487,5082,393,5182
"1729","31145","Red Willow County, Nebraska",58344,1266,10375,1262,10690
"1730","31147","Richardson County, Nebraska",50321,870,7707,837,7850
"1731","31149","Rock County, Nebraska",57566,211,1242,113,1312
"1732","31151","Saline County, Nebraska",71104,1437,13460,1524,14275
"1733","31153","Sarpy County, Nebraska",95911,32227,189463,10398,191272
"1734","31155","Saunders County, Nebraska",84474,3063,22069,1471,22374
"1735","31157","Scotts Bluff County, Nebraska",60137,4153,35113,4379,36048
"1736","31159","Seward County, Nebraska",79677,2472,16309,1104,17644
"1737","31161","Sheridan County, Nebraska",53609,605,4979,539,5102
"1738","31163","Sherman County, Nebraska",60194,284,2911,318,2970
"1739","31165","Sioux County, Nebraska",50833,141,1162,202,1162
"1740","31167","Stanton County, Nebraska",76035,565,5757,404,5828
"1741","31169","Thayer County, Nebraska",60305,554,4839,468,5006
"1742","31171","Thomas County, Nebraska",70069,95,592,39,592
"1743","31173","Thurston County, Nebraska",63459,515,6602,1253,6716
"1744","31175","Valley County, Nebraska",62321,569,3989,353,4053
"1745","31177","Washington County, Nebraska",89671,3435,20631,1644,20884
"1746","31179","Wayne County, Nebraska",64951,1151,8311,1381,9701
"1747","31181","Webster County, Nebraska",62571,345,3311,262,3410
"1748","31183","Wheeler County, Nebraska",59167,109,771,79,771
"1749","31185","York County, Nebraska",72914,1612,13337,1242,14212
"1750","32001","Churchill County, Nevada",69922,2169,24800,2464,25409
"1751","32003","Clark County, Nevada",69911,271537,2242185,299459,2265926
"1752","32005","Douglas County, Nevada",84262,7930,49185,3678,49476
"1753","32007","Elko County, Nevada",87755,3642,52640,5473,53600
"1754","32009","Esmeralda County, Nevada",40694,133,973,157,980
"1755","32011","Eureka County, Nevada",73929,108,1616,285,1622
"1756","32013","Humboldt County, Nevada",75574,1751,17082,2448,17266
"1757","32015","Lander County, Nevada",92388,255,5679,611,5728
"1758","32017","Lincoln County, Nevada",67412,292,4009,288,4507
"1759","32019","Lyon County, Nevada",70026,4970,59070,6114,59435
"1760","32021","Mineral County, Nevada",46625,414,4482,828,4568
"1761","32023","Nye County, Nevada",53602,3372,50648,7746,51698
"1762","32027","Pershing County, Nevada",66304,291,4807,472,6587
"1763","32029","Storey County, Nevada",86932,526,4083,371,4095
"1764","32031","Washoe County, Nevada",81531,66824,479485,52165,486674
"1765","32033","White Pine County, Nevada",71297,664,7399,684,8997
"1766","32510","Carson City, Nevada",67465,6883,55586,6213,58249
"1767","33001","Belknap County, New Hampshire",80719,9127,63104,5408,63914
"1768","33003","Carroll County, New Hampshire",77049,8647,49977,3998,50679
"1769","33005","Cheshire County, New Hampshire",76551,11579,72615,6538,76610
"1770","33007","Coos County, New Hampshire",55247,3186,29447,3419,31430
"1771","33009","Grafton County, New Hampshire",79949,13805,84824,8361,90836
"1772","33011","Hillsborough County, New Hampshire",95112,76111,414999,28465,422733
"1773","33013","Merrimack County, New Hampshire",88806,23235,147941,10722,153918
"1774","33015","Rockingham County, New Hampshire",110225,62863,312677,15149,315169
"1775","33017","Strafford County, New Hampshire",83212,21650,121838,11112,130965
"1776","33019","Sullivan County, New Hampshire",70788,5986,42652,4990,43356
"1777","34001","Atlantic County, New Jersey",73113,37957,268551,34989,274339
"1778","34003","Bergen County, New Jersey",118714,208030,942790,63825,953243
"1779","34005","Burlington County, New Jersey",102615,87020,451399,29718,461853
"1780","34007","Camden County, New Jersey",82005,74997,516195,64050,522581
"1781","34009","Cape May County, New Jersey",83870,16309,94207,8443,95456
"1782","34011","Cumberland County, New Jersey",62310,12061,143658,22292,153588
"1783","34013","Essex County, New Jersey",73785,124500,832973,125228,853374
"1784","34015","Gloucester County, New Jersey",99668,48158,297505,22231,302621
"1785","34017","Hudson County, New Jersey",86854,140539,703117,99546,712029
"1786","34019","Hunterdon County, New Jersey",133534,30308,126809,4685,129099
"1787","34021","Mercer County, New Jersey",92697,62306,365993,41079,383732
"1788","34023","Middlesex County, New Jersey",105206,156153,833382,69626,860147
"1789","34025","Monmouth County, New Jersey",118527,138371,636657,40595,643064
"1790","34027","Morris County, New Jersey",130808,118638,500925,24800,508816
"1791","34029","Ocean County, New Jersey",82379,93595,631808,66258,638691
"1792","34031","Passaic County, New Jersey",84465,70286,512486,68995,519986
"1793","34033","Salem County, New Jersey",73378,6792,63462,8271,64840
"1794","34035","Somerset County, New Jersey",131948,75626,341965,18097,344978
"1795","34037","Sussex County, New Jersey",111094,26428,143434,7948,144808
"1796","34039","Union County, New Jersey",95000,89290,565679,50130,572079
"1797","34041","Warren County, New Jersey",92620,18944,108117,8373,109739
"1798","35001","Bernalillo County, New Mexico",62220,93393,666186,109353,674692
"1799","35003","Catron County, New Mexico",44777,217,3594,756,3635
"1800","35005","Chaves County, New Mexico",49673,4537,62071,13522,64701
"1801","35006","Cibola County, New Mexico",49866,1507,25902,7063,27211
"1802","35007","Colfax County, New Mexico",46286,1169,11780,2130,12370
"1803","35009","Curry County, New Mexico",55427,4028,47126,9113,48327
"1804","35011","De Baca County, New Mexico",34702,53,1679,273,1695
"1805","35013","Doña Ana County, New Mexico",51232,23076,214116,48732,219870
"1806","35015","Eddy County, New Mexico",77458,4615,60623,7132,61264
"1807","35017","Grant County, New Mexico",44895,3153,27068,5538,28006
"1808","35019","Guadalupe County, New Mexico",38713,348,3877,801,4413
"1809","35021","Harding County, New Mexico",39489,74,671,96,671
"1810","35023","Hidalgo County, New Mexico",53651,330,4045,939,4160
"1811","35025","Lea County, New Mexico",65855,3298,70650,12557,73103
"1812","35027","Lincoln County, New Mexico",47919,2191,19973,3140,20222
"1813","35028","Los Alamos County, New Mexico",135801,3869,19145,710,19253
"1814","35029","Luna County, New Mexico",38241,1129,24977,5816,25393
"1815","35031","McKinley County, New Mexico",44029,3341,71320,23950,72073
"1816","35033","Mora County, New Mexico",40231,258,4193,911,4208
"1817","35035","Otero County, New Mexico",50833,6168,64332,12457,67850
"1818","35037","Quay County, New Mexico",38998,637,8413,2094,8641
"1819","35039","Rio Arriba County, New Mexico",52031,2941,39961,8722,40285
"1820","35041","Roosevelt County, New Mexico",52644,1453,17975,3697,19142
"1821","35043","Sandoval County, New Mexico",76424,20227,148322,14965,149460
"1822","35045","San Juan County, New Mexico",50734,7345,120222,29458,121798
"1823","35047","San Miguel County, New Mexico",43490,2768,25879,6092,27215
"1824","35049","Santa Fe County, New Mexico",70522,24664,152064,18751,154481
"1825","35051","Sierra County, New Mexico",35256,1075,11246,2834,11506
"1826","35053","Socorro County, New Mexico",40699,680,15759,4812,16453
"1827","35055","Taos County, New Mexico",55145,5014,34253,5087,34475
"1828","35057","Torrance County, New Mexico",50727,958,15109,3219,15203
"1829","35059","Union County, New Mexico",41714,278,3587,639,4074
"1830","35061","Valencia County, New Mexico",56246,5911,74848,13292,76613
"1831","36001","Albany County, New York",78829,47712,299750,37608,315041
"1832","36003","Allegany County, New York",58725,3833,42434,7236,47222
"1833","36005","Bronx County, New York",47036,127270,1411574,379925,1443229
"1834","36007","Broome County, New York",58317,20751,188620,35991,198365
"1835","36009","Cattaraugus County, New York",56889,5788,74703,13016,77000
"1836","36011","Cayuga County, New York",63227,7335,72403,9744,76171
"1837","36013","Chautauqua County, New York",54625,12068,122629,21513,127440
"1838","36015","Chemung County, New York",61358,7943,79840,12118,83584
"1839","36017","Chenango County, New York",61741,3325,46254,5747,47096
"1840","36019","Clinton County, New York",67097,8494,73526,9586,79839
"1841","36021","Columbia County, New York",81741,8970,59940,6157,61469
"1842","36023","Cortland County, New York",65029,4387,43164,5575,46755
"1843","36025","Delaware County, New York",58338,4409,42534,6295,44637
"1844","36027","Dutchess County, New York",94578,43496,281834,24165,296467
"1845","36029","Erie County, New York",68014,135561,928025,127623,951232
"1846","36031","Essex County, New York",68090,5079,35200,3670,37314
"1847","36033","Franklin County, New York",60270,4152,43182,7719,47459
"1848","36035","Fulton County, New York",60557,4454,52288,7280,53280
"1849","36037","Genesee County, New York",68178,5638,57184,5974,58204
"1850","36039","Greene County, New York",70294,5892,45260,4713,48067
"1851","36041","Hamilton County, New York",66891,548,5046,541,5090
"1852","36043","Herkimer County, New York",68104,5719,59253,7140,60293
"1853","36045","Jefferson County, New York",62782,11185,111843,14310,117445
"1854","36047","Kings County, New York",74692,448448,2653797,503524,2679620
"1855","36049","Lewis County, New York",64401,1987,26429,3459,26690
"1856","36051","Livingston County, New York",70443,6471,56947,6667,61980
"1857","36053","Madison County, New York",68869,6623,62575,5961,68020
"1858","36055","Monroe County, New York",71450,116878,732201,98468,756406
"1859","36057","Montgomery County, New York",58033,3799,48859,7383,49624
"1860","36059","Nassau County, New York",137709,254707,1369875,73765,1389160
"1861","36061","New York County, New York",99880,410095,1599733,252677,1645867
"1862","36063","Niagara County, New York",65882,24288,208545,27046,212230
"1863","36065","Oneida County, New York",66402,24775,220693,31854,231055
"1864","36067","Onondaga County, New York",71479,65547,453541,63066,472637
"1865","36069","Ontario County, New York",76603,15907,108869,9803,112288
"1866","36071","Orange County, New York",91806,46559,392337,51059,401237
"1867","36073","Orleans County, New York",61069,3434,38163,4801,40148
"1868","36075","Oswego County, New York",65054,10192,112815,19320,118037
"1869","36077","Otsego County, New York",65778,7088,54636,7090,59678
"1870","36079","Putnam County, New York",120970,17119,96699,6129,97942
"1871","36081","Queens County, New York",82431,365140,2334022,272926,2360826
"1872","36083","Rensselaer County, New York",83734,23380,155156,17789,160943
"1873","36085","Richmond County, New York",96185,72848,487849,50556,492925
"1874","36087","Rockland County, New York",106173,49010,332964,50181,337326
"1875","36089","St. Lawrence County, New York",58339,8590,97855,16674,108670
"1876","36091","Saratoga County, New York",97038,41136,232775,15248,236328
"1877","36093","Schenectady County, New York",75056,20727,155459,18013,159447
"1878","36095","Schoharie County, New York",71479,2907,28637,2904,29970
"1879","36097","Schuyler County, New York",61316,1674,17652,2781,17855
"1880","36099","Seneca County, New York",64050,3301,31526,4144,33651
"1881","36101","Steuben County, New York",62506,8548,92210,12388,93584
"1882","36103","Suffolk County, New York",122498,225180,1498622,97307,1524486
"1883","36105","Sullivan County, New York",67841,9021,75537,11211,78725
"1884","36107","Tioga County, New York",70427,5426,47729,4848,48344
"1885","36109","Tompkins County, New York",69995,15045,88751,14232,102555
"1886","36111","Ulster County, New York",77197,26089,174977,25740,182153
"1887","36113","Warren County, New York",74531,8787,64939,5607,65684
"1888","36115","Washington County, New York",68703,5655,58363,6641,61310
"1889","36117","Wayne County, New York",71007,10056,90405,9958,91324
"1890","36119","Westchester County, New York",114651,177680,977070,83412,997904
"1891","36121","Wyoming County, New York",65066,3251,37732,4037,40338
"1892","36123","Yates County, New York",63974,2386,23537,3347,24713
"1893","37001","Alamance County, North Carolina",60866,21972,167137,23763,171779
"1894","37003","Alexander County, North Carolina",62764,2910,35063,4295,36505
"1895","37005","Alleghany County, North Carolina",42115,1143,10880,2127,10989
"1896","37007","Anson County, North Carolina",42000,1380,20225,3913,22200
"1897","37009","Ashe County, North Carolina",49176,2588,26450,3734,26759
"1898","37011","Avery County, North Carolina",53513,1852,14732,1653,17679
"1899","37013","Beaufort County, North Carolina",56081,3996,44126,7524,44711
"1900","37015","Bertie County, North Carolina",41652,1459,16344,3500,17818
"1901","37017","Bladen County, North Carolina",40476,2992,29436,7188,29807
"1902","37019","Brunswick County, North Carolina",71193,22776,138584,12578,139721
"1903","37021","Buncombe County, North Carolina",66531,51168,262724,29543,269449
"1904","37023","Burke County, North Carolina",53732,7983,85261,14453,87799
"1905","37025","Cabarrus County, North Carolina",83828,36005,224288,18865,226396
"1906","37027","Caldwell County, North Carolina",52362,7183,79612,10551,80716
"1907","37029","Camden County, North Carolina",79120,1194,10537,619,10547
"1908","37031","Carteret County, North Carolina",66965,10353,67122,6489,68353
"1909","37033","Caswell County, North Carolina",56999,1645,21297,3288,22747
"1910","37035","Catawba County, North Carolina",62070,19436,157959,20605,161011
"1911","37037","Chatham County, North Carolina",84222,14026,75883,7877,76754
"1912","37039","Cherokee County, North Carolina",49254,3511,28502,4770,28868
"1913","37041","Chowan County, North Carolina",51188,1606,13591,2837,13835
"1914","37043","Clay County, North Carolina",57065,1503,11073,1493,11186
"1915","37045","Cleveland County, North Carolina",50723,8415,97521,17926,99527
"1916","37047","Columbus County, North Carolina",43206,3483,48119,10149,50827
"1917","37049","Craven County, North Carolina",61676,10281,96165,13507,101098
"1918","37051","Cumberland County, North Carolina",55551,36206,318270,55872,335207
"1919","37053","Currituck County, North Carolina",82793,3797,28433,2409,28616
"1920","37055","Dare County, North Carolina",79742,7818,36986,2398,37160
"1921","37057","Davidson County, North Carolina",58473,17220,167555,23343,169498
"1922","37059","Davie County, North Carolina",69105,5358,42701,4958,43030
"1923","37061","Duplin County, North Carolina",49376,3796,48722,9024,49312
"1924","37063","Durham County, North Carolina",74927,61099,311331,38202,325101
"1925","37065","Edgecombe County, North Carolina",46370,4421,48331,10652,49067
"1926","37067","Forsyth County, North Carolina",61229,55140,373308,56760,383739
"1927","37069","Franklin County, North Carolina",70493,7856,68183,6614,69680
"1928","37071","Gaston County, North Carolina",62628,27972,225050,27965,228972
"1929","37073","Gates County, North Carolina",55750,408,10355,1482,10509
"1930","37075","Graham County, North Carolina",46010,588,7911,894,8047
"1931","37077","Granville County, North Carolina",68079,7032,57408,8245,61161
"1932","37079","Greene County, North Carolina",50320,1176,17790,4016,20407
"1933","37081","Guilford County, North Carolina",62880,85562,517959,78085,539557
"1934","37083","Halifax County, North Carolina",41629,3483,47554,11347,48772
"1935","37085","Harnett County, North Carolina",64992,13404,131384,18893,134718
"1936","37087","Haywood County, North Carolina",56596,8218,61405,7440,62152
"1937","37089","Henderson County, North Carolina",65508,18490,115037,13087,116469
"1938","37091","Hertford County, North Carolina",46196,1430,19513,3959,21633
"1939","37093","Hoke County, North Carolina",57141,4660,51151,8840,52612
"1940","37095","Hyde County, North Carolina",43724,425,4042,1209,4636
"1941","37097","Iredell County, North Carolina",73103,29342,185782,17505,187839
"1942","37099","Jackson County, North Carolina",51482,4787,38643,7476,42388
"1943","37101","Johnston County, North Carolina",75288,27955,216578,23185,219042
"1944","37103","Jones County, North Carolina",53053,811,9158,1622,9263
"1945","37105","Lee County, North Carolina",60941,6339,62138,9934,63560
"1946","37107","Lenoir County, North Carolina",43063,3974,53939,12093,55071
"1947","37109","Lincoln County, North Carolina",75672,11737,87000,8062,87933
"1948","37111","McDowell County, North Carolina",53532,4060,43266,6463,44629
"1949","37113","Macon County, North Carolina",51042,4474,36699,5661,37088
"1950","37115","Madison County, North Carolina",56664,3298,20527,2566,21414
"1951","37117","Martin County, North Carolina",44799,1790,21573,4425,21992
